explanation_id,project_id,risk_score,top_delay_driver,driver_contribution_pct,recommended_action
EXP-029556,PRJ-01203,17.6,Compensation delay,7.1,Prioritize compensation processing
EXP-029557,PRJ-01698,11.7,Pending approvals,5.0,Continue routine monitoring
EXP-029558,PRJ-03099,7.9,Pending approvals,5.0,Continue routine monitoring
EXP-029559,PRJ-02075,15.3,Compensation delay,6.9,Prioritize compensation processing
EXP-029560,PRJ-01645,13.1,Pending approvals,5.0,Continue routine monitoring
EXP-029561,PRJ-01271,27.1,Legal dispute,12.4,Escalate legal review
EXP-029562,PRJ-01001,8.5,Pending approvals,5.0,Continue routine monitoring
EXP-029563,PRJ-00983,11.2,Pending approvals,5.0,Continue routine monitoring
EXP-029564,PRJ-00542,13.2,Pending approvals,5.6,Continue routine monitoring
EXP-029565,PRJ-00462,32.5,Compensation delay,10.1,Prioritize compensation processing
EXP-029566,PRJ-01624,29.3,Compensation delay,10.8,Prioritize compensation processing
EXP-029567,PRJ-03345,13.7,Possession pending,5.0,Continue routine monitoring
EXP-029568,PRJ-01985,7.3,Pending approvals,5.0,Continue routine monitoring
EXP-029569,PRJ-03780,11.4,Pending approvals,5.0,Continue routine monitoring
EXP-029570,PRJ-03186,25.2,Compensation delay,12.4,Prioritize compensation processing
EXP-029571,PRJ-04606,12.8,Pending approvals,5.0,Continue routine monitoring
EXP-029572,PRJ-01971,15.4,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029573,PRJ-02476,21.9,Compensation delay,6.5,Prioritize compensation processing
EXP-029574,PRJ-03924,8.0,Pending approvals,5.0,Continue routine monitoring
EXP-029575,PRJ-00023,10.7,Pending approvals,5.7,Continue routine monitoring
EXP-029576,PRJ-02869,18.5,Possession pending,7.7,Continue routine monitoring
EXP-029577,PRJ-02271,22.8,Rehabilitation delay,12.0,Accelerate rehabilitation workflow
EXP-029578,PRJ-02893,5.0,Pending approvals,5.0,Continue routine monitoring
EXP-029579,PRJ-03854,8.9,Pending approvals,5.0,Continue routine monitoring
EXP-029580,PRJ-01753,14.0,Pending approvals,5.4,Continue routine monitoring
EXP-029581,PRJ-00450,6.2,Pending approvals,5.0,Continue routine monitoring
EXP-029582,PRJ-04273,16.9,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029583,PRJ-02601,17.0,Rehabilitation delay,5.3,Accelerate rehabilitation workflow
EXP-029584,PRJ-01584,38.9,Compensation delay,12.7,Escalate legal review
EXP-029585,PRJ-00358,17.0,Compensation delay,7.6,Prioritize compensation processing
EXP-029586,PRJ-04436,28.5,Compensation delay,9.9,Prioritize compensation processing
EXP-029587,PRJ-04637,17.9,Stakeholder bottleneck,6.9,Continue routine monitoring
EXP-029588,PRJ-04795,17.0,Pending approvals,7.1,Continue routine monitoring
EXP-029589,PRJ-04999,11.6,Pending approvals,5.0,Continue routine monitoring
EXP-029590,PRJ-02434,21.2,Pending approvals,5.4,Escalate pending approval
EXP-029591,PRJ-01580,8.6,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029592,PRJ-00036,2.3,Pending approvals,5.0,Continue routine monitoring
EXP-029593,PRJ-00707,7.7,Pending approvals,5.0,Continue routine monitoring
EXP-029594,PRJ-02539,20.2,Compensation delay,10.7,Prioritize compensation processing
EXP-029595,PRJ-00708,9.1,Pending approvals,5.0,Continue routine monitoring
EXP-029596,PRJ-02918,21.8,Rehabilitation delay,8.0,Accelerate rehabilitation workflow
EXP-029597,PRJ-03556,22.1,Incomplete documentation,10.3,Complete document verification
EXP-029598,PRJ-00404,8.8,Pending approvals,5.0,Continue routine monitoring
EXP-029599,PRJ-00329,9.3,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029600,PRJ-04188,29.3,Compensation delay,14.1,Prioritize compensation processing
EXP-029601,PRJ-04085,15.5,Pending approvals,5.5,Escalate pending approval
EXP-029602,PRJ-04072,26.7,Incomplete documentation,9.4,Complete document verification
EXP-029603,PRJ-03537,49.8,Compensation delay,23.8,Prioritize compensation processing
EXP-029604,PRJ-00546,6.0,Pending approvals,5.0,Continue routine monitoring
EXP-029605,PRJ-01913,14.3,Notification pending,6.4,Continue routine monitoring
EXP-029606,PRJ-01901,15.3,Possession pending,5.0,Continue routine monitoring
EXP-029607,PRJ-01908,72.1,Pending approvals,22.5,Escalate legal review
EXP-029608,PRJ-03822,4.9,Pending approvals,5.0,Continue routine monitoring
EXP-029609,PRJ-00588,17.0,Notification pending,9.0,Continue routine monitoring
EXP-029610,PRJ-00934,32.7,Pending approvals,11.5,Complete document verification
EXP-029611,PRJ-04300,10.5,Pending approvals,5.0,Continue routine monitoring
EXP-029612,PRJ-03673,48.8,Compensation delay,19.5,Prioritize compensation processing
EXP-029613,PRJ-01782,14.2,Stakeholder bottleneck,6.4,Continue routine monitoring
EXP-029614,PRJ-04271,19.7,Stakeholder bottleneck,9.6,Continue routine monitoring
EXP-029615,PRJ-03446,25.8,Stakeholder bottleneck,10.5,Continue routine monitoring
EXP-029616,PRJ-03846,18.0,Compensation delay,9.9,Prioritize compensation processing
EXP-029617,PRJ-04371,38.7,Legal dispute,12.2,Escalate legal review
EXP-029618,PRJ-00022,52.2,Pending approvals,14.8,Prioritize compensation processing
EXP-029619,PRJ-04233,22.3,Incomplete documentation,7.8,Complete document verification
EXP-029620,PRJ-02742,21.0,Incomplete documentation,10.2,Complete document verification
EXP-029621,PRJ-04671,9.4,Pending approvals,5.0,Continue routine monitoring
EXP-029622,PRJ-02492,5.1,Pending approvals,5.0,Continue routine monitoring
EXP-029623,PRJ-01665,40.3,Pending approvals,18.5,Prioritize compensation processing
EXP-029624,PRJ-02504,50.6,Pending approvals,16.3,Prioritize compensation processing
EXP-029625,PRJ-03906,9.0,Possession pending,5.0,Continue routine monitoring
EXP-029626,PRJ-01017,5.0,Pending approvals,5.0,Continue routine monitoring
EXP-029627,PRJ-02799,23.5,Compensation delay,11.9,Prioritize compensation processing
EXP-029628,PRJ-01694,57.1,Pending approvals,21.4,Escalate legal review
EXP-029629,PRJ-03512,20.3,Legal dispute,5.1,Escalate legal review
EXP-029630,PRJ-00964,71.5,Pending approvals,22.0,Prioritize compensation processing
EXP-029631,PRJ-00355,75.5,Pending approvals,24.2,Escalate legal review
EXP-029632,PRJ-04047,15.5,Possession pending,6.9,Continue routine monitoring
EXP-029633,PRJ-04791,20.3,Pending approvals,11.1,Escalate pending approval
EXP-029634,PRJ-02177,8.7,Pending approvals,5.0,Continue routine monitoring
EXP-029635,PRJ-04721,32.5,Legal dispute,10.3,Escalate legal review
EXP-029636,PRJ-01790,17.6,Stakeholder bottleneck,8.6,Continue routine monitoring
EXP-029637,PRJ-03114,45.2,Compensation delay,22.3,Prioritize compensation processing
EXP-029638,PRJ-04342,10.4,Pending approvals,5.0,Continue routine monitoring
EXP-029639,PRJ-02375,20.2,Pending approvals,6.0,Escalate pending approval
EXP-029640,PRJ-01645,10.2,Pending approvals,5.0,Continue routine monitoring
EXP-029641,PRJ-03852,10.6,Pending approvals,5.2,Continue routine monitoring
EXP-029642,PRJ-01744,19.5,Rehabilitation delay,8.7,Accelerate rehabilitation workflow
EXP-029643,PRJ-03506,19.1,Compensation delay,5.2,Prioritize compensation processing
EXP-029644,PRJ-02596,30.5,Compensation delay,8.6,Prioritize compensation processing
EXP-029645,PRJ-04661,10.2,Pending approvals,5.0,Continue routine monitoring
EXP-029646,PRJ-03252,22.8,Incomplete documentation,9.7,Complete document verification
EXP-029647,PRJ-03084,19.8,Rehabilitation delay,8.2,Accelerate rehabilitation workflow
EXP-029648,PRJ-03232,20.0,Legal dispute,8.5,Escalate legal review
EXP-029649,PRJ-01359,51.7,Pending approvals,14.7,Prioritize compensation processing
EXP-029650,PRJ-00418,20.3,Rehabilitation delay,7.2,Accelerate rehabilitation workflow
EXP-029651,PRJ-02507,35.2,Compensation delay,15.8,Prioritize compensation processing
EXP-029652,PRJ-00800,6.6,Pending approvals,5.0,Continue routine monitoring
EXP-029653,PRJ-04418,8.3,Pending approvals,5.0,Continue routine monitoring
EXP-029654,PRJ-03671,22.7,Stakeholder bottleneck,11.9,Continue routine monitoring
EXP-029655,PRJ-01804,6.7,Pending approvals,5.0,Continue routine monitoring
EXP-029656,PRJ-04251,93.0,Pending approvals,48.7,Escalate legal review
EXP-029657,PRJ-02195,10.1,Pending approvals,5.3,Continue routine monitoring
EXP-029658,PRJ-03834,17.5,Stakeholder bottleneck,9.0,Continue routine monitoring
EXP-029659,PRJ-04465,11.7,Pending approvals,6.1,Continue routine monitoring
EXP-029660,PRJ-02475,34.4,Pending approvals,13.3,Prioritize compensation processing
EXP-029661,PRJ-02209,12.5,Pending approvals,5.0,Continue routine monitoring
EXP-029662,PRJ-01974,13.0,Pending approvals,5.1,Continue routine monitoring
EXP-029663,PRJ-04929,50.5,Compensation delay,24.0,Escalate legal review
EXP-029664,PRJ-00209,10.2,Pending approvals,5.0,Continue routine monitoring
EXP-029665,PRJ-03241,44.0,Pending approvals,12.3,Escalate legal review
EXP-029666,PRJ-02302,11.8,Pending approvals,5.0,Continue routine monitoring
EXP-029667,PRJ-02926,10.5,Pending approvals,5.0,Continue routine monitoring
EXP-029668,PRJ-03591,34.0,Pending approvals,15.1,Escalate legal review
EXP-029669,PRJ-00447,15.3,Possession pending,5.9,Continue routine monitoring
EXP-029670,PRJ-04463,17.7,Pending approvals,6.1,Continue routine monitoring
EXP-029671,PRJ-01004,20.5,Compensation delay,10.5,Prioritize compensation processing
EXP-029672,PRJ-01157,17.4,Rehabilitation delay,6.9,Accelerate rehabilitation workflow
EXP-029673,PRJ-02929,18.9,Pending approvals,9.1,Continue routine monitoring
EXP-029674,PRJ-00435,15.7,Possession pending,6.0,Continue routine monitoring
EXP-029675,PRJ-01572,14.4,Stakeholder bottleneck,7.2,Continue routine monitoring
EXP-029676,PRJ-04239,13.6,Notification pending,5.0,Continue routine monitoring
EXP-029677,PRJ-00816,12.7,Pending approvals,5.0,Continue routine monitoring
EXP-029678,PRJ-02477,11.6,Pending approvals,6.2,Continue routine monitoring
EXP-029679,PRJ-01932,13.3,Pending approvals,7.3,Continue routine monitoring
EXP-029680,PRJ-03439,14.0,Possession pending,5.0,Continue routine monitoring
EXP-029681,PRJ-00676,11.0,Pending approvals,5.0,Continue routine monitoring
EXP-029682,PRJ-00152,19.5,Pending approvals,8.4,Escalate pending approval
EXP-029683,PRJ-02527,13.6,Stakeholder bottleneck,6.6,Continue routine monitoring
EXP-029684,PRJ-03555,14.7,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029685,PRJ-02020,8.7,Pending approvals,5.0,Continue routine monitoring
EXP-029686,PRJ-01843,10.9,Pending approvals,5.0,Continue routine monitoring
EXP-029687,PRJ-01771,13.1,Pending approvals,5.0,Continue routine monitoring
EXP-029688,PRJ-04645,27.6,Legal dispute,10.1,Escalate legal review
EXP-029689,PRJ-00097,12.3,Pending approvals,5.0,Escalate pending approval
EXP-029690,PRJ-04428,38.2,Pending approvals,17.6,Escalate pending approval
EXP-029691,PRJ-02589,11.0,Stakeholder bottleneck,5.5,Continue routine monitoring
EXP-029692,PRJ-02194,9.7,Pending approvals,5.0,Continue routine monitoring
EXP-029693,PRJ-03935,9.9,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029694,PRJ-02492,17.2,Pending approvals,5.0,Continue routine monitoring
EXP-029695,PRJ-00480,15.5,Pending approvals,5.7,Continue routine monitoring
EXP-029696,PRJ-01567,13.5,Pending approvals,5.0,Continue routine monitoring
EXP-029697,PRJ-00832,7.0,Pending approvals,5.0,Continue routine monitoring
EXP-029698,PRJ-00958,16.0,Pending approvals,5.0,Continue routine monitoring
EXP-029699,PRJ-03582,4.7,Pending approvals,5.0,Continue routine monitoring
EXP-029700,PRJ-00544,27.4,Incomplete documentation,10.0,Complete document verification
EXP-029701,PRJ-00379,7.9,Pending approvals,5.0,Continue routine monitoring
EXP-029702,PRJ-04317,11.1,Pending approvals,5.0,Continue routine monitoring
EXP-029703,PRJ-01469,19.4,Incomplete documentation,5.0,Complete document verification
EXP-029704,PRJ-00975,16.7,Stakeholder bottleneck,8.6,Continue routine monitoring
EXP-029705,PRJ-04034,13.3,Pending approvals,5.0,Continue routine monitoring
EXP-029706,PRJ-01075,14.1,Pending approvals,6.6,Continue routine monitoring
EXP-029707,PRJ-02053,26.9,Pending approvals,7.6,Escalate pending approval
EXP-029708,PRJ-01836,18.0,Notification pending,8.1,Continue routine monitoring
EXP-029709,PRJ-03281,10.3,Pending approvals,5.0,Continue routine monitoring
EXP-029710,PRJ-02464,15.2,Stakeholder bottleneck,7.9,Continue routine monitoring
EXP-029711,PRJ-00042,25.2,Notification pending,10.1,Continue routine monitoring
EXP-029712,PRJ-03068,30.1,Compensation delay,16.3,Prioritize compensation processing
EXP-029713,PRJ-03380,33.8,Compensation delay,10.6,Prioritize compensation processing
EXP-029714,PRJ-04283,11.5,Stakeholder bottleneck,5.1,Continue routine monitoring
EXP-029715,PRJ-03058,18.2,Notification pending,9.3,Continue routine monitoring
EXP-029716,PRJ-02447,13.3,Notification pending,7.0,Continue routine monitoring
EXP-029717,PRJ-03974,7.2,Pending approvals,5.0,Continue routine monitoring
EXP-029718,PRJ-00218,8.2,Pending approvals,5.0,Continue routine monitoring
EXP-029719,PRJ-03327,19.2,Incomplete documentation,9.9,Complete document verification
EXP-029720,PRJ-02823,11.4,Incomplete documentation,5.1,Complete document verification
EXP-029721,PRJ-02845,35.8,Pending approvals,19.7,Prioritize compensation processing
EXP-029722,PRJ-03133,19.4,Pending approvals,5.9,Escalate pending approval
EXP-029723,PRJ-02818,33.6,Compensation delay,12.0,Prioritize compensation processing
EXP-029724,PRJ-00318,8.8,Pending approvals,5.0,Continue routine monitoring
EXP-029725,PRJ-04318,15.7,Possession pending,5.0,Continue routine monitoring
EXP-029726,PRJ-02492,22.4,Pending approvals,9.5,Escalate pending approval
EXP-029727,PRJ-01289,22.1,Notification pending,6.8,Continue routine monitoring
EXP-029728,PRJ-03119,18.6,Rehabilitation delay,9.9,Accelerate rehabilitation workflow
EXP-029729,PRJ-01370,16.2,Rehabilitation delay,5.4,Accelerate rehabilitation workflow
EXP-029730,PRJ-01755,10.1,Pending approvals,5.0,Continue routine monitoring
EXP-029731,PRJ-04791,48.0,Pending approvals,18.7,Prioritize compensation processing
EXP-029732,PRJ-01079,14.3,Pending approvals,7.1,Escalate pending approval
EXP-029733,PRJ-00428,12.9,Pending approvals,5.9,Continue routine monitoring
EXP-029734,PRJ-00821,9.3,Pending approvals,5.0,Continue routine monitoring
EXP-029735,PRJ-02598,16.7,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029736,PRJ-02724,5.4,Pending approvals,5.0,Continue routine monitoring
EXP-029737,PRJ-01882,59.3,Pending approvals,17.9,Prioritize compensation processing
EXP-029738,PRJ-04203,23.2,Legal dispute,8.5,Escalate legal review
EXP-029739,PRJ-04864,14.0,Pending approvals,7.1,Continue routine monitoring
EXP-029740,PRJ-02043,10.4,Pending approvals,5.0,Escalate pending approval
EXP-029741,PRJ-00795,25.7,Pending approvals,12.3,Escalate legal review
EXP-029742,PRJ-00871,28.3,Incomplete documentation,7.9,Complete document verification
EXP-029743,PRJ-02832,30.4,Legal dispute,12.6,Escalate legal review
EXP-029744,PRJ-01129,19.2,Incomplete documentation,9.6,Complete document verification
EXP-029745,PRJ-00346,19.0,Stakeholder bottleneck,5.5,Continue routine monitoring
EXP-029746,PRJ-04410,6.9,Pending approvals,5.0,Continue routine monitoring
EXP-029747,PRJ-00267,24.2,Incomplete documentation,13.0,Complete document verification
EXP-029748,PRJ-03347,23.4,Compensation delay,12.6,Prioritize compensation processing
EXP-029749,PRJ-00783,55.5,Compensation delay,19.8,Prioritize compensation processing
EXP-029750,PRJ-04732,55.3,Pending approvals,23.1,Prioritize compensation processing
EXP-029751,PRJ-01405,10.6,Pending approvals,5.0,Continue routine monitoring
EXP-029752,PRJ-00922,30.4,Pending approvals,11.2,Escalate pending approval
EXP-029753,PRJ-03755,39.1,Pending approvals,12.0,Prioritize compensation processing
EXP-029754,PRJ-00997,10.6,Possession pending,5.0,Continue routine monitoring
EXP-029755,PRJ-00553,26.1,Compensation delay,8.9,Prioritize compensation processing
EXP-029756,PRJ-03225,15.9,Rehabilitation delay,5.5,Accelerate rehabilitation workflow
EXP-029757,PRJ-02132,25.6,Incomplete documentation,8.5,Complete document verification
EXP-029758,PRJ-03551,20.8,Compensation delay,8.0,Prioritize compensation processing
EXP-029759,PRJ-04414,13.9,Stakeholder bottleneck,6.1,Continue routine monitoring
EXP-029760,PRJ-00298,31.9,Compensation delay,11.4,Prioritize compensation processing
EXP-029761,PRJ-00118,11.2,Pending approvals,5.0,Continue routine monitoring
EXP-029762,PRJ-02725,40.2,Rehabilitation delay,13.0,Accelerate rehabilitation workflow
EXP-029763,PRJ-01315,6.8,Pending approvals,5.0,Continue routine monitoring
EXP-029764,PRJ-04234,24.2,Incomplete documentation,12.2,Complete document verification
EXP-029765,PRJ-01343,13.3,Pending approvals,6.7,Continue routine monitoring
EXP-029766,PRJ-04075,17.1,Pending approvals,9.1,Continue routine monitoring
EXP-029767,PRJ-02234,24.9,Legal dispute,12.6,Escalate legal review
EXP-029768,PRJ-03748,7.5,Pending approvals,5.0,Continue routine monitoring
EXP-029769,PRJ-04295,10.8,Pending approvals,5.0,Continue routine monitoring
EXP-029770,PRJ-01105,15.7,Pending approvals,7.7,Continue routine monitoring
EXP-029771,PRJ-04560,11.4,Pending approvals,5.8,Continue routine monitoring
EXP-029772,PRJ-02952,25.9,Compensation delay,11.2,Prioritize compensation processing
EXP-029773,PRJ-01633,10.2,Pending approvals,5.2,Continue routine monitoring
EXP-029774,PRJ-02838,8.7,Pending approvals,5.0,Continue routine monitoring
EXP-029775,PRJ-03766,18.8,Compensation delay,5.5,Prioritize compensation processing
EXP-029776,PRJ-03737,28.9,Rehabilitation delay,9.5,Accelerate rehabilitation workflow
EXP-029777,PRJ-00099,57.4,Compensation delay,24.6,Escalate legal review
EXP-029778,PRJ-01885,17.6,Pending approvals,9.5,Continue routine monitoring
EXP-029779,PRJ-01643,24.5,Legal dispute,7.9,Escalate legal review
EXP-029780,PRJ-00817,12.1,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-029781,PRJ-03520,9.0,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029782,PRJ-04157,12.1,Pending approvals,5.0,Escalate pending approval
EXP-029783,PRJ-00745,49.8,Legal dispute,15.4,Escalate legal review
EXP-029784,PRJ-04844,40.3,Compensation delay,12.0,Escalate legal review
EXP-029785,PRJ-02991,14.9,Possession pending,7.0,Continue routine monitoring
EXP-029786,PRJ-00077,7.2,Pending approvals,5.0,Continue routine monitoring
EXP-029787,PRJ-00640,40.6,Compensation delay,21.6,Escalate legal review
EXP-029788,PRJ-04104,14.6,Pending approvals,7.1,Continue routine monitoring
EXP-029789,PRJ-03611,5.3,Pending approvals,5.0,Continue routine monitoring
EXP-029790,PRJ-03583,16.9,Compensation delay,6.0,Prioritize compensation processing
EXP-029791,PRJ-00794,37.6,Compensation delay,19.9,Prioritize compensation processing
EXP-029792,PRJ-03946,8.9,Pending approvals,5.0,Continue routine monitoring
EXP-029793,PRJ-01167,4.3,Pending approvals,5.0,Continue routine monitoring
EXP-029794,PRJ-02093,5.1,Pending approvals,5.0,Continue routine monitoring
EXP-029795,PRJ-00171,55.8,Legal dispute,26.6,Escalate legal review
EXP-029796,PRJ-02342,14.1,Pending approvals,6.6,Continue routine monitoring
EXP-029797,PRJ-00218,22.8,Compensation delay,9.8,Prioritize compensation processing
EXP-029798,PRJ-03055,17.0,Compensation delay,5.8,Prioritize compensation processing
EXP-029799,PRJ-04583,63.2,Legal dispute,32.2,Escalate legal review
EXP-029800,PRJ-04318,20.8,Notification pending,7.8,Continue routine monitoring
EXP-029801,PRJ-00557,69.3,Compensation delay,19.2,Escalate legal review
EXP-029802,PRJ-03554,50.8,Compensation delay,13.6,Prioritize compensation processing
EXP-029803,PRJ-02148,18.4,Notification pending,7.5,Continue routine monitoring
EXP-029804,PRJ-02471,7.8,Pending approvals,5.0,Continue routine monitoring
EXP-029805,PRJ-04448,13.6,Pending approvals,5.3,Continue routine monitoring
EXP-029806,PRJ-04674,37.0,Compensation delay,11.8,Prioritize compensation processing
EXP-029807,PRJ-04916,34.7,Compensation delay,12.4,Prioritize compensation processing
EXP-029808,PRJ-03846,16.8,Pending approvals,5.0,Continue routine monitoring
EXP-029809,PRJ-00126,13.2,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029810,PRJ-04205,16.2,Pending approvals,7.0,Escalate pending approval
EXP-029811,PRJ-00266,61.4,Compensation delay,23.6,Escalate legal review
EXP-029812,PRJ-04286,6.1,Pending approvals,5.0,Continue routine monitoring
EXP-029813,PRJ-02017,14.8,Pending approvals,6.8,Continue routine monitoring
EXP-029814,PRJ-02895,7.3,Pending approvals,5.0,Continue routine monitoring
EXP-029815,PRJ-00181,11.8,Pending approvals,5.7,Continue routine monitoring
EXP-029816,PRJ-01827,21.1,Pending approvals,9.4,Continue routine monitoring
EXP-029817,PRJ-04143,11.6,Pending approvals,5.0,Continue routine monitoring
EXP-029818,PRJ-04301,26.3,Notification pending,8.4,Continue routine monitoring
EXP-029819,PRJ-00425,13.7,Pending approvals,5.0,Continue routine monitoring
EXP-029820,PRJ-03927,23.6,Incomplete documentation,11.7,Complete document verification
EXP-029821,PRJ-00025,27.0,Legal dispute,11.9,Escalate legal review
EXP-029822,PRJ-04112,18.5,Stakeholder bottleneck,9.7,Continue routine monitoring
EXP-029823,PRJ-01768,15.1,Notification pending,7.5,Continue routine monitoring
EXP-029824,PRJ-03235,27.0,Compensation delay,14.7,Prioritize compensation processing
EXP-029825,PRJ-01566,14.0,Pending approvals,5.0,Continue routine monitoring
EXP-029826,PRJ-03468,16.8,Pending approvals,5.0,Continue routine monitoring
EXP-029827,PRJ-04275,13.2,Pending approvals,6.7,Continue routine monitoring
EXP-029828,PRJ-03667,11.8,Pending approvals,5.0,Continue routine monitoring
EXP-029829,PRJ-03283,10.0,Pending approvals,5.0,Continue routine monitoring
EXP-029830,PRJ-03463,13.9,Stakeholder bottleneck,7.1,Continue routine monitoring
EXP-029831,PRJ-03400,3.5,Pending approvals,5.0,Continue routine monitoring
EXP-029832,PRJ-03079,30.6,Incomplete documentation,10.2,Complete document verification
EXP-029833,PRJ-02115,19.0,Compensation delay,8.2,Prioritize compensation processing
EXP-029834,PRJ-04872,12.0,Pending approvals,5.0,Continue routine monitoring
EXP-029835,PRJ-00292,71.5,Pending approvals,28.9,Escalate legal review
EXP-029836,PRJ-02450,39.4,Compensation delay,15.8,Escalate legal review
EXP-029837,PRJ-01804,4.8,Pending approvals,5.0,Continue routine monitoring
EXP-029838,PRJ-04643,16.3,Compensation delay,7.3,Prioritize compensation processing
EXP-029839,PRJ-01548,17.1,Rehabilitation delay,7.1,Accelerate rehabilitation workflow
EXP-029840,PRJ-03170,7.6,Pending approvals,5.0,Continue routine monitoring
EXP-029841,PRJ-01921,12.5,Pending approvals,6.7,Continue routine monitoring
EXP-029842,PRJ-01064,13.9,Pending approvals,5.3,Continue routine monitoring
EXP-029843,PRJ-00565,4.7,Pending approvals,5.0,Continue routine monitoring
EXP-029844,PRJ-03858,21.0,Stakeholder bottleneck,10.1,Continue routine monitoring
EXP-029845,PRJ-01933,78.4,Pending approvals,34.2,Escalate legal review
EXP-029846,PRJ-00246,47.2,Legal dispute,22.4,Escalate legal review
EXP-029847,PRJ-01771,19.1,Incomplete documentation,6.8,Complete document verification
EXP-029848,PRJ-02342,21.8,Rehabilitation delay,9.1,Accelerate rehabilitation workflow
EXP-029849,PRJ-00656,28.2,Compensation delay,12.1,Prioritize compensation processing
EXP-029850,PRJ-04643,21.0,Pending approvals,9.2,Continue routine monitoring
EXP-029851,PRJ-01548,17.1,Pending approvals,5.0,Escalate pending approval
EXP-029852,PRJ-03454,29.7,Legal dispute,8.2,Escalate legal review
EXP-029853,PRJ-01427,24.2,Legal dispute,8.3,Escalate legal review
EXP-029854,PRJ-04537,18.0,Notification pending,9.6,Continue routine monitoring
EXP-029855,PRJ-00198,2.3,Pending approvals,5.0,Continue routine monitoring
EXP-029856,PRJ-03015,20.1,Rehabilitation delay,6.1,Accelerate rehabilitation workflow
EXP-029857,PRJ-04759,12.5,Pending approvals,5.8,Continue routine monitoring
EXP-029858,PRJ-04929,10.5,Pending approvals,5.0,Continue routine monitoring
EXP-029859,PRJ-01390,15.8,Rehabilitation delay,6.4,Accelerate rehabilitation workflow
EXP-029860,PRJ-00783,32.3,Rehabilitation delay,9.3,Accelerate rehabilitation workflow
EXP-029861,PRJ-02655,8.3,Pending approvals,5.0,Continue routine monitoring
EXP-029862,PRJ-01288,5.9,Pending approvals,5.0,Continue routine monitoring
EXP-029863,PRJ-02365,56.6,Pending approvals,25.7,Escalate legal review
EXP-029864,PRJ-01363,25.2,Compensation delay,10.2,Prioritize compensation processing
EXP-029865,PRJ-01933,28.1,Compensation delay,10.8,Prioritize compensation processing
EXP-029866,PRJ-02250,29.3,Incomplete documentation,10.5,Complete document verification
EXP-029867,PRJ-04396,25.4,Rehabilitation delay,6.6,Accelerate rehabilitation workflow
EXP-029868,PRJ-04262,16.8,Pending approvals,9.2,Continue routine monitoring
EXP-029869,PRJ-03355,22.2,Notification pending,9.1,Continue routine monitoring
EXP-029870,PRJ-04679,14.7,Notification pending,5.0,Continue routine monitoring
EXP-029871,PRJ-00153,27.4,Compensation delay,9.9,Prioritize compensation processing
EXP-029872,PRJ-03627,7.2,Pending approvals,5.0,Continue routine monitoring
EXP-029873,PRJ-01086,49.7,Legal dispute,27.3,Escalate legal review
EXP-029874,PRJ-02523,22.4,Rehabilitation delay,9.3,Accelerate rehabilitation workflow
EXP-029875,PRJ-03140,14.3,Stakeholder bottleneck,6.8,Continue routine monitoring
EXP-029876,PRJ-04422,18.7,Rehabilitation delay,9.1,Accelerate rehabilitation workflow
EXP-029877,PRJ-00412,46.5,Compensation delay,22.8,Prioritize compensation processing
EXP-029878,PRJ-01712,9.6,Pending approvals,5.0,Continue routine monitoring
EXP-029879,PRJ-00930,23.6,Legal dispute,10.2,Escalate legal review
EXP-029880,PRJ-04217,43.0,Pending approvals,14.3,Complete document verification
EXP-029881,PRJ-02586,12.7,Stakeholder bottleneck,7.0,Continue routine monitoring
EXP-029882,PRJ-02992,9.1,Pending approvals,5.0,Continue routine monitoring
EXP-029883,PRJ-00762,28.0,Compensation delay,8.3,Prioritize compensation processing
EXP-029884,PRJ-01641,8.7,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-029885,PRJ-02422,50.1,Pending approvals,20.0,Escalate legal review
EXP-029886,PRJ-00378,12.2,Rehabilitation delay,6.2,Accelerate rehabilitation workflow
EXP-029887,PRJ-00623,17.1,Pending approvals,9.3,Escalate pending approval
EXP-029888,PRJ-02433,17.4,Pending approvals,9.2,Escalate pending approval
EXP-029889,PRJ-03372,16.6,Pending approvals,8.9,Escalate pending approval
EXP-029890,PRJ-04284,66.4,Pending approvals,24.5,Escalate legal review
EXP-029891,PRJ-02393,10.3,Pending approvals,5.0,Continue routine monitoring
EXP-029892,PRJ-00143,15.2,Pending approvals,6.7,Escalate pending approval
EXP-029893,PRJ-00565,11.3,Pending approvals,5.0,Continue routine monitoring
EXP-029894,PRJ-01992,22.4,Legal dispute,6.2,Escalate legal review
EXP-029895,PRJ-04934,14.0,Pending approvals,7.6,Continue routine monitoring
EXP-029896,PRJ-00979,1.8,Pending approvals,5.0,Continue routine monitoring
EXP-029897,PRJ-04790,19.1,Pending approvals,5.0,Escalate pending approval
EXP-029898,PRJ-01801,9.7,Stakeholder bottleneck,5.0,Continue routine monitoring
